assetId,macAddress,deviceId,serialNumber,productType
CC-47-40-79-3F-CF_08-09-17-09-0c-29-7f-7c-01,CC-47-40-79-3F-CF,CC-47-40-79-3F-CF_08-09-17-09-0c-29-7f-7c-01,Q322338193,Gladiator Water Heater
