assetId,macAddress,deviceId,serialNumber,productType,productType1
B4-8C-9D-4D-49-5F_0a-13-16-0f-32-0b-6e-7d-01,B4-8C-9D-4D-49-5F,B4-8C-9D-4D-49-5F_0a-13-16-0f-32-0b-6e-7d-01,Q082435303,econetControlCenter,Smart Thermostat
