assetId,macAddress,deviceId,serialNumber,productType,orgId
60-FF-9E-31-8F-BB_01-18-19-0e-3b-0d-c2-b5-01,60-FF-9E-31-8F-BB,60-FF-9E-31-8F-BB_01-18-19-0e-3b-0d-c2-b5-01,Q042444969,Heat Pump Water Heater Gen 5,"2a6c58de-82bb-4b9e-a12c-a4359144c2f2
"
