assetId,macAddress,deviceId,serialNumber,productType
94-BB-43-AC-8E-EF_07-1d-18-15-34-07-3e-e8-01,94-BB-43-AC-8E-EF,94-BB-43-AC-8E-EF_07-1d-18-15-34-07-3e-e8-01,Q322467233,Heat Pump Water Heater Gen 5
