assetId,macAddress,deviceId,serialNumber,productType,productType1,mac_add
28-D0-43-C0-22-7E_0a-13-18-00-0e-35-f3-f6-01,28-D0-43-C0-22-7E,28-D0-43-C0-22-7E_0a-13-18-00-0e-35-f3-f6-01,Q432434790,heatpumpWaterHeaterGen5,heatpumpWaterHeaterGen5,10-68-38-47-24-A4
