assetId,macAddress,deviceId,serialNumber,productType,productType1
50-5A-65-33-AC-6D_06-1a-17-17-2f-02-67-bb-01,50-5A-65-33-AC-6D,50-5A-65-33-AC-6D_06-1a-17-17-2f-02-67-bb-01,W332155938,econetControlCenter,Smart Thermostat
